0.00200771,0.000491889,0.997500402
0.048420919,0.036802864,0.914776217
0.02209472,0.016080326,0.961824953
0.007782585,0.06830275,0.923914665
0,0,1
0.033692254,0.010883409,0.955424337
0.078827071,0.009031107,0.912141822
0.006253879,0.222084308,0.771661813
0.046747156,0.000199561,0.953053283
0.011221945,0.103151213,0.885626842
0.004926108,0.011494253,0.983579639
0.166098637,0.191259022,0.642642342
0.084705554,0.079821379,0.835473067
0.034233692,0.189752464,0.776013844
0,0,1
0.01875,0.0296875,0.9515625
0.10163906,0.197554419,0.700806522
0.073552894,0.050199601,0.876247505
0.002415459,0.011111111,0.98647343
0.039525692,0.177426438,0.78304787
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.05037037,0,0.94962963
0,0,1
0.111940299,0.044776119,0.843283582
0,0,1
0.061170213,0.349734043,0.589095745
0,0,1
0,0.170081967,0.829918033
0,0,1
0.068322981,0,0.931677019
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
